xMercuryAtSun,yMercuryAtSun,xVenusAtSun,yVenusAtSun,xEarthAtSun,yEarthAtSun,xMarsAtSun,yMarsAtSun,xMoonAtEarth,yMoonAtEarth,xPhobosAtMars,yPhobosAtMars,xDeimosAtMars,yDeimosAtMars
-59114976,-12292869,-90665468,-58681867,140816815,-54444361,-152730517,193102472,-364723,-84818,216,9346,-4793,-22929
-59002097,-16202123,-89007151,-61212921,141682416,-52044698,-154287959,191975590,-339580,-170774,-6108,5994,-20814,-1409
-58635761,-20041883,-87279052,-63695985,142506977,-49630153,-155835184,190835996,-296213,-247424,-8105,-1578,-6102,22204
-58026628,-23798754,-85482566,-66129139,143290266,-47201455,-157372101,189683781,-237615,-311203,-4340,-8038,17614,13035
-57185488,-27460563,-83619137,-68510508,144032071,-44759324,-158898620,188519033,-167260,-359458,2469,-8918,15320,-15373
-56123172,-31016248,-81690263,-70838257,144732191,-42304479,-160414651,187341843,-88878,-390405,7641,-3779,-9617,-21063
-54850500,-34455760,-79697488,-73110594,145390439,-39837630,-161920105,186152300,-6296,-403065,7784,3858,-20345,4367
-53378232,-37769966,-77642406,-75325774,146006641,-37359485,-163414893,184950497,76668,-397194,2794,8936,-1041,23360
-51717036,-40950557,-75526660,-77482100,146580630,-34870747,-164898927,183736523,156282,-373237,-4059,7953,19799,7863
-49877467,-43989974,-73351934,-79577921,147112251,-32372114,-166372122,182510471,228965,-332305,-8053,1422,11394,-19235
-47869952,-46881329,-71119961,-81611634,147601358,-29864282,-167834389,181272434,291370,-276162,-6315,-6115,-13850,-17914
-45704783,-49618345,-68832512,-83581689,148047813,-27347941,-169285645,180022502,340477,-207218,-117,-9363,-18633,9880
-43392117,-52195287,-66491403,-85486586,148451482,-24823780,-170725803,178760770,373722,-128502,6191,-6212,4084,23092
-40941982,-54606920,-64098486,-87324875,148812239,-22292481,-172154779,177487331,389135,-43614,8404,1076,20775,2215
-38364276,-56848452,-61655655,-89095164,149129960,-19754725,-173572491,176202279,385498,43377,5094,7654,6770,-21924
-35668789,-58915496,-59164838,-90796111,149404520,-17211193,-174978855,174905707,362482,128090,-1601,9101,-17238,-13672
-32865207,-60804035,-56627999,-92426431,149635798,-14662567,-176373790,173597711,320756,206031,-7162,4276,-15786,14786
-29963131,-62510385,-54047135,-93984896,149823668,-12109532,-177757213,172278385,262044,272847,-7643,-3562,8966,21415
-26972092,-64031171,-51424276,-95470333,149968009,-9552783,-179129044,170947825,189108,324594,-2695,-8884,20483,-3564
-23901574,-65363300,-48761480,-96881627,150068696,-6993023,-180489203,169606126,105665,358009,4149,-8055,1731,-23273
-20761027,-66503943,-46060835,-98217723,150125610,-4430969,-181837610,168253385,16226,370776,8231,-1805,-19576,-8593
-17559893,-67450520,-43324457,-99477622,150138636,-1867356,-183174188,166889698,-74145,361745,6900,5640,-11979,18787
-14307623,-68200684,-40554486,-100660387,150107670,697065,-184498858,165515161,-160140,331095,1013,9340,13303,18430
-11013705,-68752314,-37753085,-101765142,150032621,3261525,-185811543,164129873,-236577,280418,-5532,6686,18941,-9127
-7687684,-69103510,-34922440,-102791069,149913418,5825236,-187112166,162733931,-298813,212669,-8179,-640,-3409,-23201
-4339185,-69252587,-32064758,-103737413,149750015,8387396,-188400651,161327433,-343142,131978,-5005,-7511,-20720,-2987
-977941,-69198082,-29182263,-104603481,149542391,10947189,-189676923,159910478,-367116,43314,1701,-9122,-7443,21643
2386184,-68938751,-26277196,-105388641,149290559,13503797,-190940908,158483163,-369729,-47950,7279,-4518,16826,14323
5743167,-68473587,-23351814,-106092325,148994561,16056400,-192192532,157045589,-351410,-136516,8048,3093,16240,-14137
9082802,-67801821,-20408387,-106714025,148654467,18604187,-193431722,155597854,-313863,-217554,3525,8662,-8339,-21713
12394669,-66922952,-17449197,-107253300,148270371,21146352,-194658404,154140059,-259789,-287006,-3338,8411,-20600,2802
15668110,-65836754,-14476535,-107709770,147842391,23682104,-195872508,152672303,-192567,-341725,-7862,2347,-2450,23181
18892197,-64543314,-11492701,-108083117,147370661,26210662,-197073962,151194688,-115969,-379515,-6805,-5369,19319,9345
22055712,-63043058,-8500002,-108373089,146855330,28731258,-198262696,149707314,-33929,-399077,-917,-9294,12545,-18287
25147110,-61336787,-5500749,-108579498,146296560,31243133,-199438640,148210282,49621,-399932,5633,-6803,-12760,-18900
28154499,-59425727,-2497257,-108702217,145694526,33745541,-200601724,146703694,130861,-382337,8435,255,-19223,8416
31065613,-57311575,508159,-108741184,145049412,36237744,-201751882,145187652,206145,-347224,5692,7151,2696,23306
33867789,-54996563,3513184,-108696402,144361413,38719012,-202889044,143662259,272066,-296155,-811,9290,20634,3799
36547943,-52483521,6515504,-108567936,143630734,41188628,-204013143,142127616,325518,-231313,-6731,5090,8085,-21318
39092560,-49775964,9512809,-108355914,142857588,43645880,-205124114,140583827,363789,-155489,-7901,-2671,-16405,-14931
41487678,-46878173,12502795,-108060528,142042193,46090070,-206221891,139030994,384674,-72069,-3448,-8536,-16675,13514
43718886,-43795300,15483166,-107682033,141184775,48520507,-207306408,137469223,386640,15020,3441,-8437,7678,22009
45771331,-40533481,18451631,-107220746,140285562,50936507,-208377601,135898616,368990,101418,8025,-2606,20690,-1981
47629737,-37099960,21405915,-106677047,139344780,53337394,-209435407,134319278,332036,182512,7314,4960,3136,-23044
49278438,-33503233,24343749,-106051379,138362657,55722495,-210479762,132731313,277210,253705,1791,9252,-19052,-10047
50701431,-29753200,27262883,-105344243,137339420,58091136,-211510605,131134827,207102,310736,-4910,7310,-13111,17788
51882460,-25861327,30161080,-104556206,136275295,60442638,-212527872,129529925,125371,350025,-8175,302,12189,19370
52805122,-21840830,33036119,-103687893,135170510,62776314,-213531504,127916712,36547,368988,-5630,-6909,19482,-7644
53453010,-17706853,35885799,-102739988,134025299,65091468,-214521440,126295294,-54271,366271,907,-9249,-2003,-23364
53809910,-13476665,38707938,-101713238,132839908,67387390,-215497620,124665777,-141779,341880,6852,-5223,-20534,-4552
53860033,-9169836,41500378,-100608446,131614596,69663358,-216459985,123028268,-220844,297194,8243,2303,-8744,20981
53588319,-4808417,44260982,-99426475,130349640,71918640,-217408478,121382874,-286868,234870,4217,8318,15954,15553
52980795,-417083,46987638,-98168245,129045344,74152498,-218343039,119729702,-336105,158645,-2594,8789,17084,-12842
52025003,3976761,49678260,-96834734,127702034,76364186,-219263613,118068860,-365909,73064,-7599,3244,-7022,-22258
50710505,8342942,52330792,-95426976,126320064,78552961,-220170143,116400455,-374895,-16859,-7233,-4569,-20762,1215
49029445,12648557,54943204,-93946060,124899820,80718082,-221062573,114724595,-362982,-106005,-1720,-9140,-3841,22896
46977166,16858131,57513499,-92393130,123441711,82858820,-221940848,113041389,-331337,-189507,5019,-7343,18746,10788
44552870,20933915,60039711,-90769383,121946173,84974456,-222804914,111350945,-282201,-263060,8393,-570,13643,-17253
41760266,24836343,62519909,-89076070,120413666,87064291,-223654717,109653373,-218648,-323141,6236,6591,-11617,-19792
38608199,28524673,64952194,-87314495,118844665,89127640,-224490204,107948782,-144315,-367127,-25,9395,-19725,6906
35111169,31957816,67334706,-85486010,117239664,91163839,-225311323,106237281,-63142,-393330,-6241,5850,1295,23414
31289707,35095343,69665621,-83592021,115599169,93172240,-226118022,104518980,20849,-400949,-8084,-1754,20395,5362
27170535,37898632,71943154,-81633979,113923696,95152216,-226910250,102793991,103715,-389993,-4177,-8106,9373,-20608
22786453,40332109,74165561,-79613386,112213770,97103151,-227687957,101062422,181699,-361198,2693,-8750,-15503,-16117
18175923,42364497,76331140,-77531791,110469925,99024450,-228451093,99324386,251308,-315946,7748,-3391,-17484,12179
13382329,43969978,78438228,-75390786,108692703,100915531,-229199610,97579992,309369,-256216,7663,4242,6349,22505
8452945,45129172,80485210,-73192011,106882651,102775827,-229933458,95829354,353080,-184555,2543,9085,20800,-396
3437661,45829855,82470515,-70937147,105040324,104604788,-230652590,94072582,380094,-104064,-4251,7860,4531,-22705
-1612439,46067325,84392615,-68627919,103166279,106401878,-231356959,92309788,388627,-18378,-8094,1240,-18441,-11459
-6646545,45844418,86250034,-66266092,101261076,108166577,-232046520,90541085,377607,68379,-6206,-6238,-14175,16713
-11615526,45171155,88041341,-63853472,99325273,109898379,-232721225,88766585,346861,151702,95,-9293,11012,20224
-16473164,44064087,89765155,-61391902,97359430,111596787,-233381031,86986402,297292,226896,6360,-5891,19935,-6129
-21177167,42545397,91420147,-58883263,95364096,113261317,-234025892,85200648,231014,289384,8367,1494,-590,-23417
-25689890,40641854,93005037,-56329473,93339822,114891485,-234655766,83409437,151382,335089,4866,7906,-20252,-6106
-29978784,38383709,94518599,-53732482,91287149,116486808,-235270609,81612883,62851,360854,-1838,9083,-10000,20228
-34016565,35803605,95959660,-51094276,89206624,118046798,-235870380,79811099,-29329,364805,-7267,4105,15007,16710
-37781166,32935570,97327101,-48416871,87098795,119570956,-236455036,78004201,-119562,346571,-7593,-3723,17853,-11483
-41255495,29814135,98619857,-45702312,84964224,121058780,-237024537,76192303,-202387,307319,-2516,-8900,-5681,-22698
-44427074,26473589,99836920,-42952677,82803489,122509759,-237578842,74375520,-272935,249609,4352,-7824,-20828,-383
-47287588,22947393,100977338,-40170067,80617185,123923379,-238117912,72553966,-327272,177116,8279,-1394,-5217,22509
-49832399,19267733,102040218,-37356610,78405936,125299131,-238641708,70727759,-362613,94290,6724,5978,18088,12173
-52060052,15465206,103024721,-34514462,76170384,126636508,-239150193,68897012,-377417,6002,751,9416,14683,-16133
-53971792,11568617,103930072,-31645795,73911198,127935018,-239643327,67061843,-371385,-82787,-5700,6549,-10424,-20594
-55571116,7604867,104755551,-28752809,71629068,129194180,-240121076,65222368,-345379,-167323,-8190,-823,-20133,5366
-56863373,3598918,105500499,-25837719,69324705,130413532,-240583402,63378703,-301289,-243304,-4872,-7596,-119,23416
-57855396,-426195,106164320,-22902761,66998839,131592633,-241030271,61530965,-241847,-307078,1911,-8989,20066,6892
-58555200,-4449304,106746475,-19950185,64652212,132731062,-241461646,59679272,-170427,-355782,7402,-4154,10616,-19801
-58971704,-8451022,107246490,-16982258,62285583,133828422,-241877496,57823740,-90813,-387418,7947,3488,-14527,-17234
-59114516,-12413644,107663950,-14001258,59899718,134884340,-242277785,55964489,-6996,-400865,3266,8842,-18209,10794
-58993739,-16321029,107998505,-11009477,57495389,135898465,-242662483,54101635,77021,-395850,-3562,8333,4983,22897
-58619822,-20158487,108249865,-8009214,55073376,136870469,-243031556,52235297,157379,-372878,-7938,2159,20818,1192
-58003433,-23912661,108417804,-5002780,52634459,137800044,-243384973,50365593,230468,-333150,-6727,-5506,5897,-22261
-57155363,-27571413,108502161,-1992488,50179424,138686907,-243722704,48492643,293014,-278487,-727,-9254,-17741,-12825
-56086446,-31123714,108502836,1019339,47709056,139530790,-244044720,46616565,342137,-211264,5807,-6516,-15173,15564
-54807500,-34559544,108419793,4030381,45224139,140331448,-244350990,44737479,375410,-134361,8421,669,9785,20981
-53329285,-37869797,108253060,7038312,42725458,141088654,-244641488,42855505,390922,-51132,5468,7429,20299,-4576
-51662465,-41046188,108002730,10040807,40213795,141802200,-244916184,40970762,387379,34623,-1076,9294,816,-23363
-49817593,-44081179,107668958,13035546,37689928,142471899,-245175052,39083370,364230,118716,-6872,4918,-19873,-7634
-47805091,-46967904,107251964,16020209,35154630,143097578,-245418067,37193451,321836,196668,-7882,-2844,-11215,19381
-45635249,-49700100,106752032,18992483,32608662,143679081,-245645201,35301124,261647,263902,-3296,-8576,13995,17783
-43318220,-52272052,106169509,21950064,30052777,144216265,-245856431,33406511,186338,316048,3638,-8243,18543,-10063
-40864026,-54678537,105504805,24890655,27487716,144708991,-246051733,31509733,99840,349352,8093,-2215,-4313,-23037
-38282565,-56914778,104758396,27811970,24914210,145157123,-246231082,29610911,7189,361142,7153,5316,-20795,-1972
-35583621,-58976400,103930818,30711736,22332984,145560521,-246394457,27710168,-85850,350235,1511,9356,-6576,22014
-32776879,-60859396,103022671,33587694,19744763,145919039,-246541836,25807625,-173341,317172,-5115,7179,17351,13499
-29871937,-62560092,102034620,36437601,17150284,146232524,-246673197,23903405,-249773,264178,-8218,110,15653,-14938
-26878325,-64075123,100967389,39259233,14550293,146500821,-246788520,21997630,-310601,194886,-5526,-7012,-9176,-21306
-23805526,-65401404,99821764,42050384,11945557,146723778,-246887786,20090423,-352570,113885,1100,-9150,-20447,3811
-20662988,-66536116,98598594,44808868,9336863,146901253,-246970975,18181906,-373842,26246,6986,-4890,-1536,23307
-17460154,-67476685,97298789,47532525,6725012,147033117,-247038069,16272205,-373944,-62907,8164,2703,19645,8395
-14206477,-68220772,95923317,50219218,4110826,147119258,-247089051,14361441,-353619,-148726,3954,8526,11804,-18905
-10911444,-68766262,94473207,52866836,1495137,147159589,-247123904,12449739,-314622,-226865,-2852,8725,-13477,-18276
-7584604,-69111263,92949547,55473295,-1121209,147154041,-247142613,10537223,-259523,-293632,-7710,3050,-18852,9362
-4235583,-69254096,91353484,58036544,-3737363,147102573,-247145162,8624017,-191502,-346081,-7184,-4721,3601,23179
-874119,-69193306,89686220,60554559,-6352467,147005165,-247131536,6710246,-114171,-382070,-1553,-9129,20739,2783
2489918,-68927656,87949016,63025353,-8965661,146861825,-247101723,4796035,-31392,-400276,5194,-7092,7232,-21718
5846504,-68456145,86143189,65446971,-11576084,146672584,-247055708,2881508,52883,-400194,8402,-167,-16957,-14130
9185423,-67778015,84270109,67817494,-14182876,146437499,-246993481,966792,134767,-382104,6022,6891,-16108,14338
12496251,-66892770,82331202,70135042,-16785182,146156649,-246915030,-947988,210568,-347014,-314,9422,8522,21637
15768320,-65800196,80327945,72397773,-19382150,145830137,-246820344,-2862707,276901,-296592,-6420,5678,20568,-2998
18990695,-64500389,78261869,74603888,-21972936,145458087,-246709414,-4777238,330776,-233091,-8095,-1941,2222,-23203
22152148,-62993785,76134555,76751626,-24556702,145040647,-246582231,-6691456,369672,-159272,-4050,-8169,-19404,-9118
25241123,-61281199,73947634,78839275,-27132621,144577980,-246438786,-8605233,391595,-78337,2881,-8593,-12384,18438
28245720,-59363869,71702785,80865164,-29699873,144070274,-246279072,-10518442,395146,6124,7835,-3025,12922,18775
31153658,-57243510,69401735,82827672,-32257649,143517732,-246103082,-12430958,379600,90200,7522,4608,19141,-8601
33952262,-54922369,67046257,84725222,-34805155,142920575,-245910812,-14342652,345004,169724,2252,9217,-2918,-23271
36628437,-52403298,64638169,86556290,-37341609,142279043,-245702255,-16253396,292313,240392,-4492,7737,-20668,-3547
39168653,-49689833,62179331,88319401,-39866246,141593386,-245477408,-18163064,223523,297939,-8171,1035,-7905,21415
41558934,-46786279,59671649,90013132,-42378318,140863868,-245236268,-20071528,141780,338427,-6129,-6361,16531,14771
43784857,-43697818,57117065,91636114,-44877097,140090757,-244978832,-21978658,51403,358626,271,-9228,16544,-13681
45831555,-40430617,54517563,93187032,-47361870,139274321,-244705098,-23884327,-42276,356467,6504,-5593,-7882,-21919
47683740,-36991958,51875164,94664626,-49831937,138414825,-244415065,-25788406,-133290,331455,8313,1889,-20669,2236
49325733,-33390377,49191925,96067693,-52286604,137512524,-244108734,-27690766,-215625,284910,4605,8139,-2939,23089
50741524,-29635817,46469938,97395089,-54725174,136567666,-243786105,-29591278,-283898,219915,-2126,9037,19130,9868
51914851,-25739798,43711328,98645728,-57146942,135580496,-243447180,-31489813,-333944,140950,-7414,3902,12936,-17926
52829306,-21715590,40918251,99818584,-59551187,134551264,-243091961,-33386242,-363163,53339,-7572,-3894,-12367,-19228
53468488,-17578401,38092893,100912690,-61937177,133480229,-242720453,-35280434,-370584,-37359,-2370,-8917,-19411,7879
53816191,-13345567,35237468,101927145,-64304167,132367667,-242332658,-37172259,-356703,-125842,4526,-7612,2208,23355
53856643,-9036731,32354214,102861106,-66651405,131213875,-241928583,-39061588,-323199,-207401,8310,-1012,20562,4363
53574813,-4674023,29445398,103713796,-68978133,130019173,-241508233,-40948290,-272639,-278094,6524,6295,8541,-21074
52956765,-282199,26513305,104484501,-71283596,128783902,-241071615,-42832235,-208205,-334823,442,9468,-16100,-15362
51990097,4111250,23560244,105172574,-73567039,127508431,-240618737,-44713292,-133477,-375332,-5916,6376,-16969,13040
50664442,8476067,20588542,105777431,-75827713,126193146,-240149607,-46591330,-52261,-398191,-8231,-1027,7218,22197
